Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
2022,16.54,37746,Petrol,Dealer,Automatic,0,15.3
2000,3.1,10808,CNG,Dealer,Manual,1,0.5
2016,4.76,165313,Diesel,Individual,Manual,0,0.5
2002,4.81,55138,Petrol,Individual,Manual,0,0.5
2014,9.34,42024,Petrol,Individual,Manual,0,6.38
2003,8.88,156550,Diesel,Individual,Manual,0,1.76
2003,22.78,24345,Petrol,Dealer,Automatic,0,17.84
2017,18.04,80695,Petrol,Individual,Automatic,2,15.06
2016,23.39,82898,Petrol,Individual,Manual,0,20.17
2018,3.96,55374,Petrol,Individual,Manual,0,1.6
2010,15.59,117676,Diesel,Individual,Manual,0,10.55
2019,11.07,182841,Petrol,Dealer,Manual,0,6.82
2002,25.8,175531,Diesel,Dealer,Automatic,0,18.16
2007,21.82,53922,Diesel,Dealer,Automatic,2,17.22
2013,26.34,90909,Petrol,Dealer,Automatic,0,22.37
2000,3.3,176294,Diesel,Individual,Manual,0,0.5
2013,22.18,198959,Petrol,Dealer,Manual,0,16.42
2001,17.12,113981,Petrol,Dealer,Automatic,0,10.29
2022,25.1,10951,Diesel,Dealer,Manual,2,24.3
2003,16.2,153852,Diesel,Dealer,Manual,0,9.12
2023,17.13,66237,Petrol,Individual,Manual,1,15.63
2018,3.45,109672,Diesel,Individual,Manual,1,0.5
2005,20.72,27470,Petrol,Dealer,Automatic,0,16.14
2024,9.65,197389,Diesel,Individual,Automatic,1,6.19
2000,2.55,122567,CNG,Dealer,Automatic,0,0.5
2016,3.86,34365,Petrol,Individual,Manual,0,1.44
2007,28.8,100808,Petrol,Dealer,Manual,2,23.42
2018,11.69,126261,Petrol,Dealer,Automatic,0,8.16
2020,26.31,179053,Diesel,Dealer,Manual,0,22.33
2000,28.87,154673,Petrol,Individual,Manual,0,21.16
2004,28.41,66439,Petrol,Individual,Manual,0,22.98
2015,26.69,134647,Petrol,Individual,Manual,0,22.41
2005,27.06,103027,Petrol,Individual,Automatic,0,21.23
2007,10.09,132068,Diesel,Individual,Manual,0,4.2
2012,6.24,98770,Petrol,Dealer,Manual,2,1.93
2015,19.9,37679,Petrol,Individual,Manual,0,17.21
2002,15.67,138405,Petrol,Dealer,Manual,0,8.64
2018,4.76,91795,Petrol,Individual,Manual,0,1.8
2011,20.97,32126,Petrol,Individual,Automatic,0,17.55
2015,17.76,95715,Petrol,Dealer,Automatic,0,14.12
2010,26.17,164389,Diesel,Dealer,Automatic,0,20.37
2009,19.06,142830,Diesel,Dealer,Manual,0,13.4
2024,18.07,39063,Diesel,Dealer,Manual,0,17.22
2019,14.34,161829,Petrol,Individual,Manual,0,10.44
2003,14.96,171467,Petrol,Individual,Manual,0,7.59
2011,28.72,110760,Petrol,Individual,Manual,0,24.01
2022,5.88,132416,Diesel,Dealer,Manual,0,3.08
2001,14.49,120552,Petrol,Dealer,Manual,0,7.55
2023,20.36,117283,CNG,Dealer,Manual,1,18.01
2021,14.12,76193,Diesel,Individual,Automatic,0,12.04
2018,9.93,42389,Petrol,Individual,Manual,1,7.79
2024,10.05,191040,Petrol,Dealer,Automatic,0,6.7
2004,8.54,92694,Petrol,Individual,Manual,0,2.68
2007,11.63,138135,Diesel,Dealer,Manual,0,5.64
2006,26.41,105644,Petrol,Dealer,Automatic,0,20.75
2013,16.15,167042,Diesel,Individual,Manual,0,10.92
2023,8.73,165522,Petrol,Individual,Manual,0,5.59
2022,12.77,74792,Diesel,Dealer,Manual,0,10.92
2002,4.96,41097,Petrol,Dealer,Automatic,0,0.5
2017,27.31,192936,Petrol,Dealer,Manual,0,22.48
2015,13.43,92938,Petrol,Dealer,Manual,0,9.83
2022,29.45,62683,Petrol,Individual,Manual,0,27.8
2018,11.73,130216,Petrol,Individual,Automatic,1,8.14
2018,25.42,21153,Petrol,Dealer,Automatic,0,23.63
2017,9.18,128888,Diesel,Individual,Automatic,0,5.41
2019,4.13,54953,Diesel,Individual,Automatic,0,1.99
2015,2.89,57301,Diesel,Individual,Automatic,0,0.5
2007,18.97,78139,Diesel,Dealer,Manual,0,13.97
2000,10.72,78969,Petrol,Dealer,Manual,0,4.26
2016,14.42,196431,Diesel,Individual,Manual,0,9.33
2011,24.92,56098,Petrol,Dealer,Automatic,0,21.11
2020,8.95,170319,Diesel,Dealer,Manual,0,5.11
2010,10.64,67278,Petrol,Individual,Manual,0,6.44
2004,25.67,184402,Diesel,Individual,Manual,0,18.3
2011,15.8,198766,Petrol,Individual,Manual,0,9.64
2016,25.17,144869,Petrol,Dealer,Manual,0,20.93
2005,12.49,37757,Petrol,Individual,Manual,0,7.74
2000,13.15,85358,CNG,Dealer,Automatic,0,6.58
2004,6.68,10296,Petrol,Individual,Manual,0,2.18
2024,27.66,96438,Diesel,Individual,Automatic,0,25.86
2013,27.11,6940,Petrol,Individual,Manual,0,24.52
2004,29.56,8270,Petrol,Dealer,Manual,0,25.09
2021,13.27,161883,Diesel,Dealer,Automatic,0,9.78
2023,24.92,16580,Petrol,Dealer,Automatic,0,24.23
2000,13.62,110840,Diesel,Individual,Manual,1,6.63
2017,14.72,192283,Petrol,Individual,Manual,0,9.9
2015,25.24,96652,Diesel,Dealer,Manual,0,21.58
2008,6.97,58406,Diesel,Individual,Manual,0,2.5
2018,8.17,70213,Petrol,Dealer,Manual,0,5.57
2021,10.81,54345,Petrol,Individual,Manual,0,9.09
2004,24.07,32161,Diesel,Individual,Manual,0,19.2
2001,12.43,59339,Diesel,Dealer,Manual,0,6.5
2014,12.03,137577,Petrol,Dealer,Manual,1,7.49
2006,29.97,20332,Diesel,Individual,Automatic,0,25.71
2003,12.75,195060,Diesel,Individual,Automatic,0,4.99
2000,8.94,166186,Petrol,Dealer,Automatic,0,1.04
2012,19.45,49366,Petrol,Dealer,Manual,2,15.95
2019,24.45,44730,Diesel,Dealer,Manual,0,22.47
2021,3.95,54903,Petrol,Dealer,Manual,2,2.22
2006,19.33,50325,Petrol,Individual,Automatic,0,14.58
2014,3.0,118974,Petrol,Dealer,Manual,0,0.5
2022,16.74,188203,Petrol,Dealer,Manual,2,13.02
2013,9.2,115448,Petrol,Individual,Manual,0,4.82
2022,10.59,22204,Petrol,Individual,Automatic,0,9.6
2018,15.08,14205,Diesel,Dealer,Manual,0,13.4
2021,27.96,15686,Petrol,Individual,Automatic,0,26.88
2023,21.9,89701,Diesel,Individual,Automatic,0,20.01
2019,28.23,189299,Diesel,Dealer,Automatic,2,23.87
2023,20.48,132417,Petrol,Dealer,Automatic,2,17.89
2017,2.2,95625,Petrol,Dealer,Manual,0,0.5
2009,9.44,52572,Diesel,Individual,Manual,0,5.27
2008,27.36,150267,Petrol,Dealer,Manual,0,21.37
2024,20.02,127458,Petrol,Dealer,Manual,0,17.71
2007,29.49,176476,Petrol,Dealer,Automatic,0,22.87
2009,6.37,93738,Petrol,Dealer,Manual,0,1.52
2016,10.31,79045,Petrol,Dealer,Manual,0,7.15
2001,12.15,131063,Petrol,Dealer,Automatic,0,5.04
2005,11.14,39874,Diesel,Individual,Automatic,1,6.35
2004,9.06,111175,Petrol,Individual,Manual,1,2.89
2008,14.42,25315,Petrol,Dealer,Manual,0,10.49
2004,19.98,98088,Diesel,Dealer,Manual,0,14.03
2017,10.72,115816,CNG,Dealer,Manual,0,7.16
2019,4.23,119312,Petrol,Individual,Manual,0,1.03
2008,21.84,140549,Petrol,Individual,Automatic,0,16.01
2016,14.85,7382,CNG,Dealer,Manual,0,12.87
2016,17.58,41681,Petrol,Individual,Manual,0,15.04
2011,14.75,178360,Petrol,Dealer,Manual,0,8.92
2006,26.93,50825,Petrol,Dealer,Automatic,0,22.17
2002,17.64,82954,Petrol,Individual,Manual,2,11.53
2009,27.85,131614,Petrol,Dealer,Automatic,2,22.38
2001,16.3,19537,CNG,Dealer,Manual,0,11.02
2024,10.19,128153,Petrol,Individual,Manual,0,7.87
2002,11.95,112170,Petrol,Dealer,Manual,0,5.35
2015,16.62,79984,Petrol,Individual,Manual,0,13.24
2001,16.84,82749,Diesel,Individual,Manual,0,10.52
2023,21.25,6018,CNG,Dealer,Manual,0,20.74
2009,8.29,192835,Petrol,Dealer,Manual,1,1.81
2005,20.45,83472,Diesel,Dealer,Manual,1,14.95
2021,23.8,22630,Petrol,Dealer,Manual,0,22.6
2010,20.94,149733,Petrol,Dealer,Manual,0,15.38
2022,15.49,8300,Petrol,Individual,Manual,0,14.73
2006,29.77,191291,Diesel,Dealer,Automatic,1,22.7
2014,13.33,112441,Petrol,Individual,Manual,0,9.21
2005,4.98,158611,Petrol,Individual,Manual,0,0.5
2019,25.0,13410,Petrol,Individual,Automatic,0,23.54
2008,7.94,107133,Petrol,Individual,Manual,0,2.67
2021,21.97,134562,Petrol,Dealer,Automatic,0,18.93
2019,7.01,197757,Petrol,Individual,Manual,0,2.51
2011,2.47,152638,Diesel,Dealer,Manual,0,0.5
2018,6.47,124272,Petrol,Dealer,Manual,0,2.98
2019,12.56,191997,Diesel,Dealer,Manual,0,8.16
2002,4.99,28948,Diesel,Dealer,Manual,0,0.5
2014,7.54,181642,Petrol,Dealer,Manual,0,2.28
2001,23.41,58183,Diesel,Individual,Manual,0,17.5
2020,23.56,198636,CNG,Individual,Automatic,0,19.26
2001,24.89,153343,Petrol,Dealer,Manual,0,17.41
2021,25.55,137679,Diesel,Individual,Automatic,0,22.46
2002,13.77,19690,Petrol,Dealer,Manual,0,8.7
2005,26.29,144926,CNG,Individual,Manual,0,19.77
2014,16.73,45803,Petrol,Dealer,Automatic,0,13.7
2009,15.18,39504,Diesel,Individual,Manual,0,11.23
2008,22.12,185006,Petrol,Dealer,Manual,1,15.56
2000,7.99,165569,Diesel,Individual,Automatic,1,0.5
2015,24.11,83353,Diesel,Individual,Manual,2,20.67
2005,14.03,136696,Petrol,Dealer,Automatic,0,7.65
2008,5.56,11325,Diesel,Dealer,Manual,0,1.86
2003,5.34,11942,Petrol,Individual,Manual,2,0.6
2001,6.62,128365,Diesel,Dealer,Automatic,0,0.5
2003,26.94,15559,Petrol,Dealer,Manual,0,22.14
2000,29.75,58033,Petrol,Individual,Manual,0,23.63
2018,12.0,42924,Diesel,Individual,Manual,0,9.85
2024,10.18,92150,Petrol,Individual,Manual,0,8.46
2009,8.13,28144,Petrol,Individual,Manual,0,4.36
2020,25.07,109261,Petrol,Dealer,Manual,0,22.24
2014,7.86,7915,Petrol,Dealer,Automatic,1,5.46
2021,27.87,134782,Diesel,Individual,Manual,1,24.82
2018,20.69,119893,Petrol,Individual,Automatic,0,17.27
2015,27.12,141552,CNG,Individual,Automatic,0,22.72
2020,17.51,21736,Petrol,Dealer,Automatic,0,16.12
2023,21.34,106234,Diesel,Individual,Automatic,0,19.18
2021,19.34,158385,Petrol,Dealer,Automatic,0,15.9
2003,25.27,112377,Petrol,Dealer,Manual,0,18.88
2001,25.4,176986,Petrol,Dealer,Automatic,0,17.53
2024,18.51,136444,Petrol,Dealer,Manual,0,16.06
2012,19.71,15385,Diesel,Dealer,Manual,0,16.77
2000,27.81,58076,Petrol,Individual,Manual,0,21.69
2016,28.04,174884,Petrol,Individual,Manual,0,23.3
2012,20.6,146875,Diesel,Dealer,Automatic,0,15.5
2003,2.22,119036,Petrol,Individual,Manual,0,0.5
2006,4.92,78011,Diesel,Dealer,Manual,0,0.5
2016,26.02,172331,Diesel,Individual,Manual,0,21.32
2008,4.37,165990,Petrol,Dealer,Automatic,0,0.5
2003,7.98,90895,Petrol,Individual,Manual,1,1.94
2018,8.46,35927,Diesel,Individual,Manual,0,6.42
2000,18.81,154205,Petrol,Dealer,Automatic,0,11.11
2009,18.15,88969,Petrol,Individual,Manual,0,13.38
2003,10.1,71098,Petrol,Individual,Manual,0,4.39
2008,7.81,22294,Diesel,Individual,Automatic,1,3.93
2012,23.41,194799,Petrol,Dealer,Manual,0,17.52
2013,28.19,69528,Diesel,Dealer,Manual,0,24.57
2009,3.48,47636,Petrol,Dealer,Manual,0,0.5
2005,5.73,39997,Petrol,Dealer,Manual,1,0.94
2015,19.98,111879,Petrol,Dealer,Manual,0,16.07
2005,24.52,77930,Diesel,Dealer,Manual,0,19.11
2016,24.15,16977,Diesel,Individual,Manual,0,22.01
2009,22.15,191476,Diesel,Individual,Automatic,0,15.69
2017,26.85,17874,Petrol,Dealer,Manual,2,24.9
2021,8.09,72169,Petrol,Individual,Automatic,0,6.08
2017,5.0,188723,Petrol,Individual,Manual,0,0.5
2002,19.23,115955,Diesel,Individual,Automatic,0,12.57
2019,25.02,27144,Diesel,Individual,Manual,0,23.33
2020,18.3,176017,Diesel,Individual,Manual,0,14.37
2024,28.96,164745,CNG,Dealer,Manual,0,26.04
2014,24.28,137636,Petrol,Dealer,Manual,0,19.74
2014,21.62,180574,Petrol,Individual,Manual,0,16.37
2003,3.69,158589,Petrol,Individual,Manual,0,0.5
2008,5.02,148740,Petrol,Dealer,Manual,1,0.5
2018,23.98,186213,Diesel,Dealer,Manual,0,19.47
2023,7.55,165571,Petrol,Individual,Manual,0,4.41
2016,2.81,159273,Petrol,Dealer,Manual,0,0.5
2010,27.5,197290,Petrol,Dealer,Automatic,0,21.15
2024,26.94,140677,Petrol,Dealer,Manual,0,24.42
2008,8.12,138670,Diesel,Dealer,Automatic,0,2.33
2009,23.85,196017,Petrol,Dealer,Manual,0,17.32
2017,3.34,73842,Diesel,Individual,Automatic,0,0.5
2019,9.98,92253,Petrol,Individual,Automatic,0,7.22
2012,19.46,181118,Petrol,Dealer,Automatic,0,13.79
2007,23.37,18965,Diesel,Individual,Automatic,0,19.34
2006,2.29,45274,Petrol,Dealer,Manual,0,0.5
2016,11.13,194654,Petrol,Individual,Manual,0,6.07
2020,8.0,13614,Petrol,Dealer,Manual,0,6.74
2022,29.97,164517,Petrol,Dealer,Automatic,1,26.64
2014,20.79,125452,Petrol,Individual,Manual,0,16.45
2019,13.36,105061,Petrol,Individual,Manual,0,10.39
2014,4.12,120142,Petrol,Dealer,Manual,0,0.5
2000,18.76,10565,Petrol,Individual,Automatic,0,13.42
2024,19.97,171140,Petrol,Dealer,Manual,2,16.94
2013,24.86,57940,Petrol,Individual,Manual,1,21.43
2004,10.08,70694,Petrol,Individual,Automatic,0,4.58
2010,29.48,32782,Petrol,Dealer,Manual,0,25.84
2015,14.31,65542,Petrol,Dealer,Manual,0,11.17
2001,10.29,87677,CNG,Individual,Automatic,0,3.89
2007,11.76,161722,Diesel,Individual,Manual,0,5.38
2010,16.55,19296,Diesel,Individual,Automatic,0,13.14
2017,28.23,24695,Petrol,Individual,Manual,0,26.17
2002,22.58,64252,Petrol,Individual,Automatic,0,16.77
2000,18.16,64470,Diesel,Dealer,Automatic,1,11.94
2010,6.56,53306,Petrol,Individual,Automatic,2,2.59
2015,6.18,88805,Petrol,Dealer,Automatic,0,2.65
2017,16.06,161614,Petrol,Dealer,Manual,0,11.75
2015,22.4,101269,Petrol,Individual,Manual,0,18.67
2022,23.03,185317,Petrol,Individual,Manual,0,19.36
2009,8.33,133022,Petrol,Individual,Manual,0,2.84
2017,4.8,64735,Diesel,Dealer,Manual,0,2.08
2005,12.76,78258,Diesel,Individual,Manual,0,7.34
2018,27.71,35100,Petrol,Dealer,Automatic,1,25.69
2003,17.27,49138,Petrol,Individual,Manual,0,11.92
2012,10.96,50981,Petrol,Dealer,Manual,0,7.44
2023,11.06,150867,Diesel,Dealer,Manual,0,8.16
2013,5.7,114300,Diesel,Individual,Manual,0,1.34
2002,15.25,83188,Petrol,Individual,Manual,0,9.13
2009,24.16,155629,Diesel,Dealer,Automatic,2,18.29
2005,29.12,31133,Petrol,Dealer,Manual,0,24.48
2000,16.04,71454,Diesel,Individual,Manual,0,9.7
2022,6.68,195057,Petrol,Dealer,Automatic,1,2.85
2023,21.12,180318,Petrol,Individual,Manual,0,17.74
2013,23.19,138589,Petrol,Individual,Automatic,0,18.43
2007,4.01,135589,Petrol,Dealer,Manual,0,0.5
2018,25.8,115746,Diesel,Dealer,Manual,0,22.45
2013,25.22,43881,Diesel,Individual,Manual,0,22.02
2009,15.23,26962,Petrol,Dealer,Manual,0,11.48
2016,17.69,75364,Diesel,Dealer,Manual,0,14.59
2008,21.98,48333,Petrol,Individual,Manual,0,17.67
2005,20.95,73111,Petrol,Individual,Manual,1,15.62
2010,2.46,98307,Petrol,Individual,Manual,0,0.5
2024,5.43,93083,Petrol,Individual,Manual,0,3.69
2006,6.55,106193,Diesel,Individual,Manual,0,0.88
2016,23.16,145205,Petrol,Individual,Automatic,0,18.91
2000,14.32,131180,Diesel,Individual,Automatic,0,7.0
2021,17.27,68866,Petrol,Dealer,Manual,0,15.31
2004,23.64,31347,Diesel,Individual,Automatic,1,18.79
2008,11.55,123168,Petrol,Dealer,Manual,1,6.01
2017,22.97,166082,Diesel,Dealer,Manual,0,18.58
2023,14.38,31271,Diesel,Individual,Automatic,0,13.45
2020,12.56,65048,Diesel,Dealer,Manual,0,10.46
2001,11.33,62807,Diesel,Dealer,Automatic,0,5.34
2010,29.02,179473,Petrol,Dealer,Manual,0,22.97
2005,23.62,108568,Petrol,Individual,Manual,0,17.7
2007,2.57,196361,Diesel,Dealer,Manual,0,0.5
2003,28.81,85449,Petrol,Dealer,Automatic,0,22.86
2017,23.71,137986,Petrol,Dealer,Manual,0,19.79
2010,6.18,14404,Petrol,Dealer,Manual,0,2.85
2004,4.14,89921,Diesel,Dealer,Manual,0,0.5
2014,10.63,187475,Petrol,Dealer,Automatic,1,5.27
2017,19.48,119849,Petrol,Individual,Manual,0,15.85
2001,19.26,153813,Petrol,Individual,Manual,0,11.77
2021,9.72,6175,Petrol,Dealer,Automatic,1,8.79
2010,14.48,128735,Petrol,Individual,Manual,0,9.26
2024,7.93,110722,Diesel,Individual,Manual,0,5.9
2012,3.42,59865,CNG,Individual,Manual,0,0.5
2003,16.48,59808,Diesel,Dealer,Manual,0,10.95
2021,11.72,173280,Diesel,Dealer,Automatic,0,8.04
2006,17.2,46064,Petrol,Individual,Automatic,0,12.52
2010,28.5,142496,Petrol,Dealer,Automatic,0,23.06
2021,6.01,49763,Petrol,Dealer,Automatic,0,4.36
2023,2.05,50213,Diesel,Individual,Automatic,0,0.81
2003,4.15,137022,Petrol,Individual,Manual,0,0.5
2014,14.96,116192,Diesel,Dealer,Manual,0,10.77
2000,21.79,186143,Petrol,Dealer,Manual,0,13.56
2022,18.26,97391,Petrol,Dealer,Manual,0,16.04
2002,15.86,160518,Petrol,Dealer,Automatic,0,8.47
2013,11.91,169262,Petrol,Individual,Manual,1,6.64
2005,10.68,63113,Petrol,Individual,Automatic,0,5.51
2017,12.54,179607,Petrol,Individual,Manual,0,7.93
2024,19.13,143415,Petrol,Individual,Manual,0,16.56
2000,6.7,48159,Diesel,Dealer,Manual,1,0.75
2005,23.6,28681,Petrol,Individual,Manual,0,19.0
2005,18.11,94126,Petrol,Dealer,Manual,0,12.43
2020,9.54,58606,Petrol,Dealer,Automatic,0,7.54
2015,16.03,6232,Petrol,Individual,Manual,0,13.86
2004,28.96,184642,Petrol,Dealer,Automatic,2,21.58
2016,2.57,29214,Diesel,Individual,Automatic,0,0.5
2009,7.59,81876,Diesel,Individual,Manual,0,2.94
2020,14.55,60876,Petrol,Individual,Manual,1,12.51
2017,19.88,113020,Petrol,Individual,Manual,0,16.37
2006,7.94,144323,Diesel,Dealer,Manual,0,1.64
2002,28.08,175303,Diesel,Dealer,Manual,0,20.44
2012,19.99,157449,Diesel,Individual,Manual,0,14.71
2014,26.57,116557,Petrol,Individual,Manual,0,22.38
2019,11.22,175147,Petrol,Individual,Automatic,0,7.1
2018,25.21,18526,Diesel,Individual,Manual,0,23.46
2002,12.59,60564,Petrol,Individual,Manual,0,6.84
2003,9.08,163465,Diesel,Dealer,Manual,0,1.85
2004,27.53,161535,Diesel,Individual,Manual,0,20.53
2000,4.58,158348,Petrol,Dealer,Manual,0,0.5
2003,28.4,190791,Petrol,Individual,Automatic,0,20.72
2011,14.84,83886,Petrol,Individual,Manual,0,10.57
2023,29.79,144938,Petrol,Individual,Manual,2,26.99
2009,17.11,126004,Petrol,Individual,Manual,0,11.73
2022,23.21,177193,Petrol,Dealer,Automatic,1,19.67
2024,2.2,197893,Petrol,Dealer,Manual,0,0.5
2020,15.91,174689,Diesel,Dealer,Manual,0,12.0
2019,22.65,146162,Petrol,Individual,Automatic,0,19.0
2023,23.92,179096,Petrol,Dealer,Manual,0,20.56
2024,6.43,34808,Petrol,Individual,Automatic,0,5.65
2012,13.73,138154,Petrol,Dealer,Manual,0,8.77
2022,13.73,96339,Petrol,Individual,Manual,0,11.52
2013,4.9,141354,Petrol,Dealer,Automatic,0,0.5
2022,14.41,140524,Petrol,Individual,Automatic,0,11.48
2004,24.6,197773,Diesel,Individual,Manual,1,17.01
2003,10.41,80187,Diesel,Individual,Manual,0,4.55
2013,14.11,93874,Diesel,Individual,Automatic,0,10.09
2009,28.91,124190,Petrol,Dealer,Manual,0,23.56
2016,2.89,93179,Diesel,Dealer,Manual,0,0.5
2009,18.56,108860,Diesel,Individual,Manual,0,13.46
2006,22.82,65999,Diesel,Individual,Manual,0,17.81
2015,23.3,121296,Diesel,Individual,Automatic,1,19.24
2000,22.05,37194,Petrol,Dealer,Manual,0,16.28
2016,22.34,181545,Petrol,Individual,Manual,0,17.49
2020,3.65,160554,Petrol,Individual,Manual,0,0.5
2008,16.96,137561,Diesel,Dealer,Manual,0,11.18
2005,23.92,137762,Petrol,Dealer,Automatic,0,17.52
2018,4.63,147832,CNG,Individual,Manual,0,0.75
2012,2.34,9843,Diesel,Dealer,Manual,0,0.5
2002,24.81,107042,Petrol,Individual,Automatic,0,18.3
2006,21.94,177479,Petrol,Individual,Automatic,0,15.09
2021,13.54,44718,Diesel,Dealer,Manual,0,11.98
2008,28.33,145475,CNG,Individual,Manual,1,22.42
2021,23.46,156760,Petrol,Individual,Manual,0,20.05
2004,29.1,178128,Petrol,Individual,Manual,0,21.83
2009,28.02,185118,Petrol,Individual,Manual,0,21.67
2022,15.48,94067,Petrol,Dealer,Automatic,0,13.31
2016,23.13,51602,Petrol,Dealer,Automatic,1,20.42
2011,20.74,192685,Petrol,Dealer,Automatic,0,14.68
2022,24.72,173498,Diesel,Individual,Automatic,0,21.24
2015,24.06,186807,Petrol,Dealer,Automatic,0,18.92
2002,6.29,98987,Diesel,Dealer,Manual,0,0.5
2024,8.54,32928,Diesel,Dealer,Manual,0,7.79
2021,9.44,87761,Petrol,Dealer,Manual,0,7.17
2008,24.92,160204,Petrol,Individual,Manual,0,18.77
2014,24.7,35568,Diesel,Dealer,Manual,0,21.84
2004,15.87,194777,Diesel,Individual,Automatic,1,8.33
2022,18.26,34558,Petrol,Individual,Automatic,0,17.07
2012,25.15,26526,Diesel,Individual,Manual,0,22.03
2013,10.75,42349,Diesel,Dealer,Manual,0,7.58
2019,3.41,139835,Diesel,Individual,Manual,0,0.5
2014,15.51,95198,Diesel,Dealer,Manual,0,11.67
2015,27.58,135940,Diesel,Dealer,Automatic,0,23.28
2022,24.13,187114,Diesel,Dealer,Manual,0,20.43
2012,12.27,92864,Petrol,Individual,Manual,0,8.06
2016,3.81,26152,Diesel,Individual,Automatic,0,1.52
2022,19.83,8877,Petrol,Dealer,Manual,1,19.06
2007,25.37,171336,Diesel,Dealer,Manual,1,18.83
2020,20.62,58765,Diesel,Dealer,Manual,1,18.62
2001,13.9,106402,Diesel,Individual,Manual,0,7.19
2004,5.45,116940,Diesel,Individual,Manual,2,0.5
2005,27.5,27009,Diesel,Dealer,Automatic,0,22.93
2011,9.73,181619,Petrol,Dealer,Manual,0,3.85
2017,8.28,185869,Diesel,Dealer,Manual,0,3.57
2021,24.85,46767,Diesel,Individual,Manual,0,23.25
2021,29.47,173088,Petrol,Dealer,Manual,0,25.79
2000,20.48,40314,Diesel,Individual,Automatic,0,14.65
2016,19.49,149061,Petrol,Individual,Manual,0,15.18
2010,10.94,5078,CNG,Individual,Manual,0,7.76
2009,2.57,186679,Petrol,Dealer,Manual,1,0.5
2018,7.37,89389,Petrol,Dealer,Manual,1,4.45
2013,18.36,86468,Petrol,Dealer,Automatic,0,14.46
2009,6.24,41432,Petrol,Dealer,Manual,1,2.25
2014,26.75,77976,CNG,Individual,Manual,1,23.19
2018,7.27,39690,CNG,Individual,Manual,0,5.17
2003,16.62,42976,Diesel,Dealer,Automatic,1,11.37
2001,16.34,64234,Petrol,Individual,Manual,0,10.33
2008,18.91,108276,Diesel,Dealer,Manual,2,13.62
2009,11.17,12827,Petrol,Dealer,Automatic,0,7.66
2010,26.46,128754,Diesel,Individual,Manual,0,21.24
2013,14.44,84902,Petrol,Dealer,Manual,0,10.56
2006,21.6,55815,Diesel,Dealer,Automatic,0,16.76
2022,19.81,23788,Diesel,Individual,Automatic,0,18.8
2014,5.28,127145,CNG,Individual,Manual,0,0.91
2021,19.43,106093,Diesel,Individual,Manual,1,16.86
2018,17.42,153664,Petrol,Dealer,Manual,0,13.44
2021,27.16,159276,Petrol,Individual,Automatic,0,23.71
2014,26.66,160192,Petrol,Individual,Manual,1,21.75
2023,6.23,144574,Diesel,Individual,Automatic,0,3.44
2007,4.29,176678,Petrol,Dealer,Automatic,0,0.5
2010,10.25,175518,Petrol,Individual,Manual,0,4.26
2008,29.63,188909,Petrol,Individual,Manual,2,23.01
2014,2.6,83154,Petrol,Individual,Manual,0,0.5
2000,20.84,155319,Petrol,Dealer,Automatic,0,13.12
2000,19.04,131355,Diesel,Individual,Manual,0,11.71
2018,20.1,99564,CNG,Dealer,Manual,0,17.01
2002,8.11,60394,Petrol,Individual,Manual,0,2.37
2009,8.35,32265,Diesel,Individual,Manual,0,4.52
2007,14.06,25730,Diesel,Individual,Manual,0,9.92
2014,4.68,21679,Petrol,Dealer,Manual,0,2.05
2009,4.09,52511,Petrol,Dealer,Manual,0,0.5
2000,4.47,152401,Petrol,Dealer,Manual,0,0.5
2017,18.04,65013,Petrol,Individual,Automatic,0,15.32
2001,13.14,194448,Petrol,Dealer,Manual,0,4.98
2018,10.22,162994,Petrol,Individual,Manual,0,6.09
2012,10.84,61882,Petrol,Dealer,Manual,0,7.14
2021,7.8,18012,Petrol,Dealer,Manual,0,6.68
2000,13.52,96085,Petrol,Dealer,Manual,0,6.78
2001,7.69,42425,Petrol,Individual,Automatic,0,2.04
2015,21.55,53331,Diesel,Dealer,Manual,1,18.61
2014,5.47,51229,Petrol,Dealer,Automatic,0,2.36
2012,28.55,124386,Diesel,Dealer,Manual,0,23.82
2015,4.51,96145,Petrol,Dealer,Manual,0,0.86
2016,28.42,63577,Petrol,Dealer,Manual,0,25.51
2020,25.33,65098,Diesel,Dealer,Manual,0,23.23
2006,21.06,18341,Diesel,Individual,Manual,0,16.84
2023,27.54,162845,Petrol,Individual,Manual,2,24.44
2016,5.9,191459,Diesel,Dealer,Manual,0,0.89
2006,6.94,149072,Petrol,Individual,Manual,0,0.56
2012,9.06,66803,Petrol,Individual,Manual,0,5.28
2004,8.85,95408,Diesel,Individual,Manual,0,2.94
2016,10.7,137584,Petrol,Dealer,Manual,1,6.58
2002,18.12,98839,Petrol,Individual,Manual,0,11.74
2006,2.79,85823,Diesel,Dealer,Manual,0,0.5
2016,12.7,142700,Petrol,Individual,Automatic,0,8.49
2006,8.9,30156,Diesel,Dealer,Manual,0,4.48
2020,18.99,196923,Petrol,Dealer,Manual,0,14.71
2000,29.58,104341,Petrol,Dealer,Automatic,0,22.7
2016,16.49,194102,Petrol,Individual,Automatic,1,11.43
2016,13.92,199918,Petrol,Dealer,Automatic,0,8.77
2010,12.31,150962,Petrol,Dealer,Manual,0,6.73
